date,region,blood_group,demand_units,supply_units,shortage_risk
2024-10-03,West,B+,36,12,High
2024-10-03,West,B-,11,44,Low
2024-10-03,West,AB+,37,27,Medium
2024-10-03,West,AB-,8,6,Medium
2024-10-03,West,O+,17,13,Medium
2024-10-03,West,O-,8,15,Low
2024-10-03,Central,A+,11,41,Low
2024-10-03,Central,A-,33,38,Low
2024-10-03,Central,B+,8,8,Low
2024-10-03,Central,B-,10,20,Low
2024-10-03,Central,AB+,7,3,High
2024-10-03,Central,AB-,18,22,Low
2024-10-03,Central,O+,35,10,High
2024-10-03,Central,O-,20,9,High
2024-10-04,North,A+,36,9,High
2024-10-04,North,A-,34,44,Low
2024-10-04,North,B+,40,29,Medium
2024-10-04,North,B-,7,9,Low
2024-10-04,North,AB+,29,12,High
2024-10-04,North,AB-,27,42,Low
2024-10-04,North,O+,8,35,Low
2024-10-04,North,O-,21,9,High
2024-10-04,South,A+,23,43,Low
2024-10-04,South,A-,34,36,Low
2024-10-04,South,B+,26,26,Low
2024-10-04,South,B-,5,43,Low
2024-10-04,South,AB+,12,7,High
2024-10-04,South,AB-,18,31,Low
2024-10-04,South,O+,26,17,High
2024-10-04,South,O-,26,36,Low
2024-10-04,East,A+,15,10,High
2024-10-04,East,A-,6,33,Low
2024-10-04,East,B+,15,38,Low
2024-10-04,East,B-,38,31,Medium
2024-10-04,East,AB+,38,3,High
2024-10-04,East,AB-,35,11,High
2024-10-04,East,O+,34,41,Low
2024-10-04,East,O-,8,17,Low
2024-10-04,West,A+,34,10,High
2024-10-04,West,A-,31,9,High
2024-10-04,West,B+,32,4,High
2024-10-04,West,B-,40,35,Medium
2024-10-04,West,AB+,12,42,Low
2024-10-04,West,AB-,35,12,High
2024-10-04,West,O+,13,15,Low
2024-10-04,West,O-,29,19,High
2024-10-04,Central,A+,35,34,Medium
2024-10-04,Central,A-,12,37,Low
2024-10-04,Central,B+,17,34,Low
2024-10-04,Central,B-,26,17,High
2024-10-04,Central,AB+,7,31,Low
2024-10-04,Central,AB-,31,38,Low
2024-10-04,Central,O+,11,3,High
2024-10-04,Central,O-,16,21,Low
2024-10-05,North,A+,40,3,High
2024-10-05,North,A-,40,26,High
2024-10-05,North,B+,27,32,Low
2024-10-05,North,B-,37,5,High
2024-10-05,North,AB+,5,13,Low
2024-10-05,North,AB-,21,45,Low
2024-10-05,North,O+,23,15,High
2024-10-05,North,O-,13,16,Low
2024-10-05,South,A+,30,14,High
2024-10-05,South,A-,15,10,High
2024-10-05,South,B+,30,40,Low
2024-10-05,South,B-,7,27,Low
2024-10-05,South,AB+,29,38,Low
2024-10-05,South,AB-,27,32,Low
2024-10-05,South,O+,21,28,Low
2024-10-05,South,O-,35,4,High
2024-10-05,East,A+,29,31,Low
2024-10-05,East,A-,27,7,High
2024-10-05,East,B+,32,42,Low
2024-10-05,East,B-,12,18,Low
2024-10-05,East,AB+,28,12,High
2024-10-05,East,AB-,10,23,Low
2024-10-05,East,O+,8,10,Low
2024-10-05,East,O-,31,22,Medium
2024-10-05,West,A+,14,27,Low
2024-10-05,West,A-,9,3,High
2024-10-05,West,B+,35,3,High
2024-10-05,West,B-,18,15,Medium
2024-10-05,West,AB+,28,5,High
2024-10-05,West,AB-,38,19,High
2024-10-05,West,O+,15,21,Low
2024-10-05,West,O-,18,10,High
2024-10-05,Central,A+,39,17,High
2024-10-05,Central,A-,13,21,Low
2024-10-05,Central,B+,39,21,High
2024-10-05,Central,B-,37,7,High
2024-10-05,Central,AB+,19,4,High
2024-10-05,Central,AB-,5,22,Low
2024-10-05,Central,O+,11,30,Low
2024-10-05,Central,O-,9,3,High
2024-10-06,North,A+,25,17,High
2024-10-06,North,A-,7,12,Low
2024-10-06,North,B+,11,26,Low
2024-10-06,North,B-,9,27,Low
2024-10-06,North,AB+,35,26,Medium
2024-10-06,North,AB-,40,27,High
2024-10-06,North,O+,23,28,Low
2024-10-06,North,O-,20,17,Medium
2024-10-06,South,A+,26,17,High
2024-10-06,South,A-,24,38,Low
2024-10-06,South,B+,10,8,Medium
2024-10-06,South,B-,5,23,Low
2024-10-06,South,AB+,6,10,Low
2024-10-06,South,AB-,22,34,Low
2024-10-06,South,O+,31,19,High
2024-10-06,South,O-,14,34,Low
2024-10-06,East,A+,37,40,Low
2024-10-06,East,A-,32,10,High
2024-10-06,East,B+,25,33,Low
2024-10-06,East,B-,20,38,Low
2024-10-06,East,AB+,26,23,Medium
2024-10-06,East,AB-,12,11,Medium
2024-10-06,East,O+,39,7,High
2024-10-06,East,O-,33,34,Low
2024-10-06,West,A+,26,9,High
2024-10-06,West,A-,13,17,Low
2024-10-06,West,B+,28,39,Low
2024-10-06,West,B-,36,35,Medium
2024-10-06,West,AB+,11,24,Low
2024-10-06,West,AB-,28,19,High
2024-10-06,West,O+,14,27,Low
2024-10-06,West,O-,7,45,Low
2024-10-06,Central,A+,34,13,High
2024-10-06,Central,A-,19,27,Low
2024-10-06,Central,B+,6,12,Low
2024-10-06,Central,B-,23,21,Medium
2024-10-06,Central,AB+,32,26,Medium
2024-10-06,Central,AB-,22,30,Low
2024-10-06,Central,O+,34,32,Medium
2024-10-06,Central,O-,14,5,High
2024-10-07,North,A+,27,7,High
2024-10-07,North,A-,33,9,High
2024-10-07,North,B+,6,32,Low
2024-10-07,North,B-,18,6,High
2024-10-07,North,AB+,37,32,Medium
2024-10-07,North,AB-,12,26,Low
2024-10-07,North,O+,29,19,High
2024-10-07,North,O-,35,37,Low
2024-10-07,South,A+,19,33,Low
2024-10-07,South,A-,8,16,Low
2024-10-07,South,B+,11,34,Low
2024-10-07,South,B-,25,22,Medium
2024-10-07,South,AB+,19,36,Low
2024-10-07,South,AB-,6,14,Low
2024-10-07,South,O+,33,21,High
2024-10-07,South,O-,9,22,Low
2024-10-07,East,A+,37,23,High
2024-10-07,East,A-,34,45,Low
2024-10-07,East,B+,16,27,Low
2024-10-07,East,B-,8,13,Low
2024-10-07,East,AB+,16,24,Low
2024-10-07,East,AB-,21,28,Low
2024-10-07,East,O+,38,28,Medium
2024-10-07,East,O-,14,31,Low
2024-10-07,West,A+,16,38,Low
2024-10-07,West,A-,38,22,High
2024-10-07,West,B+,7,31,Low
2024-10-07,West,B-,31,30,Medium
2024-10-07,West,AB+,21,11,High
2024-10-07,West,AB-,5,31,Low
2024-10-07,West,O+,29,16,High
2024-10-07,West,O-,14,33,Low
2024-10-07,Central,A+,9,16,Low
2024-10-07,Central,A-,26,16,High
2024-10-07,Central,B+,40,28,Medium
2024-10-07,Central,B-,35,29,Medium
2024-10-07,Central,AB+,13,25,Low
2024-10-07,Central,AB-,13,16,Low
2024-10-07,Central,O+,38,30,Medium
2024-10-07,Central,O-,37,33,Medium
2024-10-08,North,A+,8,29,Low
2024-10-08,North,A-,6,19,Low
2024-10-08,North,B+,38,36,Medium
2024-10-08,North,B-,30,40,Low
2024-10-08,North,AB+,19,14,Medium
2024-10-08,North,AB-,8,24,Low
2024-10-08,North,O+,28,18,High
2024-10-08,North,O-,21,3,High
2024-10-08,South,A+,27,4,High
2024-10-08,South,A-,38,41,Low
2024-10-08,South,B+,14,33,Low
2024-10-08,South,B-,17,39,Low
2024-10-08,South,AB+,31,8,High
2024-10-08,South,AB-,25,41,Low
2024-10-08,South,O+,33,30,Medium
2024-10-08,South,O-,21,3,High
2024-10-08,East,A+,25,15,High
2024-10-08,East,A-,25,29,Low
2024-10-08,East,B+,33,6,High
2024-10-08,East,B-,35,35,Low
2024-10-08,East,AB+,34,34,Low
2024-10-08,East,AB-,26,25,Medium
2024-10-08,East,O+,21,13,High
2024-10-08,East,O-,32,7,High
2024-10-08,West,A+,6,18,Low
2024-10-08,West,A-,38,19,High
2024-10-08,West,B+,14,14,Low
2024-10-08,West,B-,35,16,High
2024-10-08,West,AB+,30,11,High
2024-10-08,West,AB-,34,16,High
2024-10-08,West,O+,16,6,High
2024-10-08,West,O-,16,14,Medium
2024-10-08,Central,A+,14,33,Low
2024-10-08,Central,A-,11,9,Medium
2024-10-08,Central,B+,9,32,Low
2024-10-08,Central,B-,28,44,Low
2024-10-08,Central,AB+,36,30,Medium
2024-10-08,Central,AB-,12,34,Low
2024-10-08,Central,O+,11,30,Low
2024-10-08,Central,O-,15,6,High
2024-10-09,North,A+,23,13,High
2024-10-09,North,A-,39,26,High
2024-10-09,North,B+,12,21,Low
2024-10-09,North,B-,22,38,Low
2024-10-09,North,AB+,30,39,Low
2024-10-09,North,AB-,40,17,High
2024-10-09,North,O+,7,26,Low
2024-10-09,North,O-,16,9,High
2024-10-09,South,A+,32,40,Low
2024-10-09,South,A-,5,16,Low
2024-10-09,South,B+,16,14,Medium
2024-10-09,South,B-,6,14,Low
2024-10-09,South,AB+,31,39,Low
2024-10-09,South,AB-,40,3,High
2024-10-09,South,O+,11,20,Low
2024-10-09,South,O-,16,28,Low
2024-10-09,East,A+,22,34,Low
2024-10-09,East,A-,9,6,High
2024-10-09,East,B+,32,37,Low
2024-10-09,East,B-,6,7,Low
2024-10-09,East,AB+,33,32,Medium
2024-10-09,East,AB-,6,16,Low
2024-10-09,East,O+,10,28,Low
2024-10-09,East,O-,17,31,Low
2024-10-09,West,A+,7,24,Low
2024-10-09,West,A-,5,5,Low
2024-10-09,West,B+,23,40,Low
2024-10-09,West,B-,17,16,Medium
2024-10-09,West,AB+,16,29,Low
2024-10-09,West,AB-,34,14,High
2024-10-09,West,O+,21,20,Medium
2024-10-09,West,O-,29,39,Low
2024-10-09,Central,A+,19,10,High
2024-10-09,Central,A-,33,13,High
2024-10-09,Central,B+,22,31,Low
2024-10-09,Central,B-,32,18,High
2024-10-09,Central,AB+,40,3,High
2024-10-09,Central,AB-,39,17,High
2024-10-09,Central,O+,7,28,Low
2024-10-09,Central,O-,25,19,Medium
2024-10-10,North,A+,8,13,Low
2024-10-10,North,A-,27,42,Low
2024-10-10,North,B+,40,23,High
2024-10-10,North,B-,11,41,Low
2024-10-10,North,AB+,19,41,Low
2024-10-10,North,AB-,19,11,High
2024-10-10,North,O+,34,13,High
2024-10-10,North,O-,36,14,High
2024-10-10,South,A+,39,8,High
2024-10-10,South,A-,15,39,Low
2024-10-10,South,B+,12,27,Low
2024-10-10,South,B-,19,25,Low
2024-10-10,South,AB+,8,22,Low
2024-10-10,South,AB-,32,6,High
2024-10-10,South,O+,13,30,Low
2024-10-10,South,O-,31,31,Low
2024-10-10,East,A+,30,44,Low
2024-10-10,East,A-,26,13,High
2024-10-10,East,B+,34,13,High
2024-10-10,East,B-,40,44,Low
2024-10-10,East,AB+,24,25,Low
2024-10-10,East,AB-,18,40,Low
2024-10-10,East,O+,36,19,High
2024-10-10,East,O-,28,4,High
2024-10-10,West,A+,33,3,High
2024-10-10,West,A-,37,37,Low
2024-10-10,West,B+,32,22,High
2024-10-10,West,B-,5,29,Low
2024-10-10,West,AB+,36,26,Medium
2024-10-10,West,AB-,31,4,High
2024-10-10,West,O+,15,5,High
2024-10-10,West,O-,39,3,High
2024-10-10,Central,A+,11,39,Low
2024-10-10,Central,A-,15,41,Low
2024-10-10,Central,B+,7,13,Low
2024-10-10,Central,B-,16,7,High
2024-10-10,Central,AB+,28,22,Medium
2024-10-10,Central,AB-,20,42,Low
2024-10-10,Central,O+,7,20,Low
2024-10-10,Central,O-,21,37,Low
2024-10-11,North,A+,7,40,Low
2024-10-11,North,A-,19,14,Medium
2024-10-11,North,B+,15,25,Low
2024-10-11,North,B-,17,18,Low
2024-10-11,North,AB+,18,14,Medium
2024-10-11,North,AB-,5,13,Low
2024-10-11,North,O+,20,25,Low
2024-10-11,North,O-,9,5,High
2024-10-11,South,A+,14,26,Low
2024-10-11,South,A-,26,25,Medium
2024-10-11,South,B+,8,10,Low
2024-10-11,South,B-,19,24,Low
2024-10-11,South,AB+,23,24,Low
2024-10-11,South,AB-,7,17,Low
2024-10-11,South,O+,30,40,Low
2024-10-11,South,O-,37,38,Low
2024-10-11,East,A+,40,21,High
2024-10-11,East,A-,18,42,Low
2024-10-11,East,B+,17,18,Low
2024-10-11,East,B-,17,13,Medium
2024-10-11,East,AB+,23,18,Medium
2024-10-11,East,AB-,30,13,High
2024-10-11,East,O+,32,11,High
2024-10-11,East,O-,5,37,Low
2024-10-11,West,A+,6,25,Low
2024-10-11,West,A-,39,44,Low
2024-10-11,West,B+,19,10,High
2024-10-11,West,B-,13,20,Low
2024-10-11,West,AB+,22,8,High
2024-10-11,West,AB-,15,40,Low
2024-10-11,West,O+,8,31,Low
2024-10-11,West,O-,26,41,Low
2024-10-11,Central,A+,30,23,Medium
2024-10-11,Central,A-,13,6,High
2024-10-11,Central,B+,12,12,Low
2024-10-11,Central,B-,20,34,Low
2024-10-11,Central,AB+,30,15,High
2024-10-11,Central,AB-,9,33,Low
2024-10-11,Central,O+,34,22,High
2024-10-11,Central,O-,28,20,Medium
2024-10-12,North,A+,15,7,High
2024-10-12,North,A-,5,27,Low
2024-10-12,North,B+,16,41,Low
2024-10-12,North,B-,22,44,Low
2024-10-12,North,AB+,10,39,Low
2024-10-12,North,AB-,18,31,Low
2024-10-12,North,O+,26,42,Low
2024-10-12,North,O-,11,40,Low
2024-10-12,South,A+,13,14,Low
2024-10-12,South,A-,30,31,Low
2024-10-12,South,B+,9,17,Low
2024-10-12,South,B-,11,33,Low
2024-10-12,South,AB+,28,17,High
2024-10-12,South,AB-,30,11,High
2024-10-12,South,O+,32,20,High
2024-10-12,South,O-,35,23,High
2024-10-12,East,A+,14,45,Low
2024-10-12,East,A-,37,43,Low
2024-10-12,East,B+,30,19,High
2024-10-12,East,B-,29,9,High
2024-10-12,East,AB+,14,4,High
2024-10-12,East,AB-,32,10,High
2024-10-12,East,O+,33,17,High
2024-10-12,East,O-,6,3,High
2024-10-12,West,A+,15,45,Low
2024-10-12,West,A-,39,20,High
2024-10-12,West,B+,25,11,High
2024-10-12,West,B-,22,6,High
2024-10-12,West,AB+,17,13,Medium
2024-10-12,West,AB-,11,7,High
2024-10-12,West,O+,27,17,High
2024-10-12,West,O-,26,25,Medium
2024-10-12,Central,A+,5,23,Low
2024-10-12,Central,A-,11,20,Low
2024-10-12,Central,B+,18,11,High
2024-10-12,Central,B-,11,40,Low
2024-10-12,Central,AB+,11,22,Low
2024-10-12,Central,AB-,20,45,Low
2024-10-12,Central,O+,8,36,Low
2024-10-12,Central,O-,33,34,Low
2024-10-13,North,A+,34,43,Low
2024-10-13,North,A-,13,19,Low
2024-10-13,North,B+,34,41,Low
2024-10-13,North,B-,13,26,Low
2024-10-13,North,AB+,21,11,High
2024-10-13,North,AB-,14,8,High
2024-10-13,North,O+,37,37,Low
2024-10-13,North,O-,20,19,Medium
2024-10-13,South,A+,25,37,Low
2024-10-13,South,A-,12,40,Low
2024-10-13,South,B+,16,3,High
2024-10-13,South,B-,24,37,Low
2024-10-13,South,AB+,35,34,Medium
2024-10-13,South,AB-,7,30,Low
2024-10-13,South,O+,36,43,Low
2024-10-13,South,O-,29,39,Low
2024-10-13,East,A+,17,16,Medium
2024-10-13,East,A-,20,13,High
2024-10-13,East,B+,40,30,Medium
2024-10-13,East,B-,27,9,High
2024-10-13,East,AB+,27,42,Low
2024-10-13,East,AB-,8,13,Low
2024-10-13,East,O+,26,32,Low
2024-10-13,East,O-,39,45,Low
2024-10-13,West,A+,23,30,Low
2024-10-13,West,A-,22,6,High
2024-10-13,West,B+,38,24,High
2024-10-13,West,B-,37,25,High
2024-10-13,West,AB+,38,36,Medium
2024-10-13,West,AB-,17,37,Low
2024-10-13,West,O+,15,23,Low
2024-10-13,West,O-,32,33,Low
2024-10-13,Central,A+,13,28,Low
2024-10-13,Central,A-,16,4,High
2024-10-13,Central,B+,37,20,High
2024-10-13,Central,B-,30,33,Low
2024-10-13,Central,AB+,13,45,Low
2024-10-13,Central,AB-,15,26,Low
2024-10-13,Central,O+,24,16,High
2024-10-13,Central,O-,25,26,Low
2024-10-14,North,A+,10,40,Low
2024-10-14,North,A-,30,13,High
2024-10-14,North,B+,40,13,High
2024-10-14,North,B-,16,14,Medium
2024-10-14,North,AB+,27,3,High
2024-10-14,North,AB-,11,37,Low
2024-10-14,North,O+,16,25,Low
2024-10-14,North,O-,30,13,High
2024-10-14,South,A+,24,31,Low
2024-10-14,South,A-,16,38,Low
2024-10-14,South,B+,31,15,High
2024-10-14,South,B-,21,14,High
2024-10-14,South,AB+,5,8,Low
2024-10-14,South,AB-,15,13,Medium
2024-10-14,South,O+,20,20,Low
2024-10-14,South,O-,10,21,Low
2024-10-14,East,A+,16,41,Low
2024-10-14,East,A-,5,3,High
2024-10-14,East,B+,31,28,Medium
2024-10-14,East,B-,15,31,Low
2024-10-14,East,AB+,7,11,Low
2024-10-14,East,AB-,31,28,Medium
2024-10-14,East,O+,5,19,Low
2024-10-14,East,O-,26,6,High
2024-10-14,West,A+,28,30,Low
2024-10-14,West,A-,17,14,Medium
2024-10-14,West,B+,9,33,Low
2024-10-14,West,B-,23,44,Low
2024-10-14,West,AB+,7,4,High
2024-10-14,West,AB-,19,42,Low
2024-10-14,West,O+,9,6,High
2024-10-14,West,O-,10,39,Low
2024-10-14,Central,A+,19,18,Medium
2024-10-14,Central,A-,28,15,High
2024-10-14,Central,B+,39,42,Low
2024-10-14,Central,B-,16,11,High
2024-10-14,Central,AB+,15,22,Low
2024-10-14,Central,AB-,34,8,High
2024-10-14,Central,O+,10,40,Low
2024-10-14,Central,O-,19,27,Low
2024-10-15,North,A+,5,5,Low
2024-10-15,North,A-,31,4,High
2024-10-15,North,B+,38,12,High
2024-10-15,North,B-,34,34,Low
2024-10-15,North,AB+,7,23,Low
2024-10-15,North,AB-,30,20,High
2024-10-15,North,O+,30,10,High
2024-10-15,North,O-,31,6,High
2024-10-15,South,A+,35,30,Medium
2024-10-15,South,A-,13,28,Low
2024-10-15,South,B+,23,16,High
2024-10-15,South,B-,38,25,High
2024-10-15,South,AB+,5,3,High
2024-10-15,South,AB-,25,17,High
2024-10-15,South,O+,34,14,High
2024-10-15,South,O-,17,20,Low
2024-10-15,East,A+,32,8,High
2024-10-15,East,A-,33,30,Medium
2024-10-15,East,B+,14,17,Low
2024-10-15,East,B-,12,16,Low
2024-10-15,East,AB+,17,29,Low
2024-10-15,East,AB-,12,3,High
2024-10-15,East,O+,21,21,Low
2024-10-15,East,O-,10,30,Low
2024-10-15,West,A+,24,11,High
2024-10-15,West,A-,17,9,High
2024-10-15,West,B+,29,25,Medium
2024-10-15,West,B-,22,21,Medium
2024-10-15,West,AB+,12,15,Low
2024-10-15,West,AB-,34,14,High
2024-10-15,West,O+,34,33,Medium
2024-10-15,West,O-,29,36,Low
2024-10-15,Central,A+,28,33,Low
2024-10-15,Central,A-,31,5,High
2024-10-15,Central,B+,32,16,High
2024-10-15,Central,B-,21,41,Low
2024-10-15,Central,AB+,23,14,High
2024-10-15,Central,AB-,7,20,Low
2024-10-15,Central,O+,32,7,High
2024-10-15,Central,O-,35,23,High
2024-10-16,North,A+,26,9,High
2024-10-16,North,A-,37,38,Low
2024-10-16,North,B+,33,4,High
2024-10-16,North,B-,10,34,Low
2024-10-16,North,AB+,17,14,Medium
2024-10-16,North,AB-,24,14,High
2024-10-16,North,O+,7,13,Low
2024-10-16,North,O-,23,38,Low
2024-10-16,South,A+,19,31,Low
2024-10-16,South,A-,24,20,Medium
2024-10-16,South,B+,22,7,High
2024-10-16,South,B-,36,13,High
2024-10-16,South,AB+,19,20,Low
2024-10-16,South,AB-,27,30,Low
2024-10-16,South,O+,26,15,High
2024-10-16,South,O-,37,27,Medium
2024-10-16,East,A+,21,31,Low
2024-10-16,East,A-,5,13,Low
2024-10-16,East,B+,27,21,Medium
2024-10-16,East,B-,39,26,High
2024-10-16,East,AB+,19,27,Low
2024-10-16,East,AB-,13,29,Low
2024-10-16,East,O+,40,39,Medium
2024-10-16,East,O-,7,20,Low
2024-10-16,West,A+,34,14,High
2024-10-16,West,A-,17,36,Low
2024-10-16,West,B+,32,20,High
2024-10-16,West,B-,9,44,Low
2024-10-16,West,AB+,5,3,High
2024-10-16,West,AB-,26,17,High
2024-10-16,West,O+,37,24,High
2024-10-16,West,O-,25,33,Low
2024-10-16,Central,A+,22,14,High
2024-10-16,Central,A-,10,28,Low
2024-10-16,Central,B+,22,18,Medium
2024-10-16,Central,B-,25,40,Low
2024-10-16,Central,AB+,6,5,Medium
2024-10-16,Central,AB-,19,33,Low
2024-10-16,Central,O+,39,7,High
2024-10-16,Central,O-,21,30,Low
2024-10-17,North,A+,8,22,Low
2024-10-17,North,A-,36,44,Low
2024-10-17,North,B+,31,9,High
2024-10-17,North,B-,23,17,Medium
2024-10-17,North,AB+,34,35,Low
2024-10-17,North,AB-,38,19,High
2024-10-17,North,O+,22,16,Medium
2024-10-17,North,O-,34,6,High
2024-10-17,South,A+,30,27,Medium
2024-10-17,South,A-,10,37,Low
2024-10-17,South,B+,33,44,Low
2024-10-17,South,B-,27,29,Low
2024-10-17,South,AB+,21,29,Low
2024-10-17,South,AB-,34,11,High
2024-10-17,South,O+,29,17,High
2024-10-17,South,O-,30,38,Low
2024-10-17,East,A+,9,26,Low
2024-10-17,East,A-,24,8,High
2024-10-17,East,B+,38,26,High
2024-10-17,East,B-,38,41,Low
2024-10-17,East,AB+,7,6,Medium
2024-10-17,East,AB-,14,31,Low
2024-10-17,East,O+,35,13,High
2024-10-17,East,O-,12,3,High
2024-10-17,West,A+,38,22,High
2024-10-17,West,A-,26,5,High
2024-10-17,West,B+,34,44,Low
2024-10-17,West,B-,40,27,High
2024-10-17,West,AB+,6,21,Low
2024-10-17,West,AB-,20,26,Low
2024-10-17,West,O+,31,30,Medium
2024-10-17,West,O-,7,24,Low
2024-10-17,Central,A+,7,17,Low
2024-10-17,Central,A-,20,31,Low
2024-10-17,Central,B+,22,30,Low
2024-10-17,Central,B-,37,18,High
2024-10-17,Central,AB+,18,4,High
2024-10-17,Central,AB-,30,33,Low
2024-10-17,Central,O+,33,45,Low
2024-10-17,Central,O-,18,4,High
2024-10-18,North,A+,30,33,Low
2024-10-18,North,A-,12,38,Low
2024-10-18,North,B+,13,14,Low
2024-10-18,North,B-,16,29,Low
2024-10-18,North,AB+,31,33,Low
2024-10-18,North,AB-,22,8,High
2024-10-18,North,O+,6,35,Low
2024-10-18,North,O-,33,35,Low
2024-10-18,South,A+,37,30,Medium
2024-10-18,South,A-,26,16,High
2024-10-18,South,B+,37,24,High
2024-10-18,South,B-,7,27,Low
2024-10-18,South,AB+,35,16,High
2024-10-18,South,AB-,31,16,High
2024-10-18,South,O+,24,13,High
2024-10-18,South,O-,37,42,Low
2024-10-18,East,A+,37,33,Medium
2024-10-18,East,A-,30,4,High
2024-10-18,East,B+,25,43,Low
2024-10-18,East,B-,25,4,High
2024-10-18,East,AB+,24,39,Low
2024-10-18,East,AB-,13,11,Medium
2024-10-18,East,O+,12,32,Low
2024-10-18,East,O-,8,19,Low
2024-10-18,West,A+,40,30,Medium
2024-10-18,West,A-,9,37,Low
2024-10-18,West,B+,30,31,Low
2024-10-18,West,B-,6,29,Low
2024-10-18,West,AB+,30,16,High
2024-10-18,West,AB-,16,6,High
2024-10-18,West,O+,9,28,Low
2024-10-18,West,O-,15,39,Low
2024-10-18,Central,A+,5,33,Low
2024-10-18,Central,A-,17,40,Low
2024-10-18,Central,B+,16,35,Low
2024-10-18,Central,B-,10,39,Low
2024-10-18,Central,AB+,39,13,High
2024-10-18,Central,AB-,36,10,High
2024-10-18,Central,O+,40,12,High
2024-10-18,Central,O-,31,23,Medium
2024-10-19,North,A+,18,17,Medium
2024-10-19,North,A-,34,8,High
2024-10-19,North,B+,34,3,High
2024-10-19,North,B-,39,30,Medium
2024-10-19,North,AB+,24,42,Low
2024-10-19,North,AB-,21,13,High
2024-10-19,North,O+,30,40,Low
2024-10-19,North,O-,23,13,High
2024-10-19,South,A+,6,16,Low
2024-10-19,South,A-,39,45,Low
2024-10-19,South,B+,20,8,High
2024-10-19,South,B-,20,23,Low
2024-10-19,South,AB+,24,43,Low
2024-10-19,South,AB-,6,10,Low
2024-10-19,South,O+,23,25,Low
2024-10-19,South,O-,31,31,Low
2024-10-19,East,A+,6,27,Low
2024-10-19,East,A-,16,7,High
2024-10-19,East,B+,26,37,Low
2024-10-19,East,B-,33,15,High
2024-10-19,East,AB+,5,26,Low
2024-10-19,East,AB-,21,41,Low
2024-10-19,East,O+,38,13,High
2024-10-19,East,O-,22,17,Medium
2024-10-19,West,A+,40,35,Medium
2024-10-19,West,A-,22,45,Low
2024-10-19,West,B+,20,6,High
2024-10-19,West,B-,14,7,High
2024-10-19,West,AB+,34,37,Low
2024-10-19,West,AB-,12,29,Low
2024-10-19,West,O+,35,35,Low
2024-10-19,West,O-,5,27,Low
2024-10-19,Central,A+,29,44,Low
2024-10-19,Central,A-,22,45,Low
2024-10-19,Central,B+,19,10,High
2024-10-19,Central,B-,26,44,Low
2024-10-19,Central,AB+,38,40,Low
2024-10-19,Central,AB-,8,9,Low
2024-10-19,Central,O+,29,44,Low
2024-10-19,Central,O-,21,40,Low
2024-10-20,North,A+,14,44,Low
2024-10-20,North,A-,37,8,High
2024-10-20,North,B+,26,3,High
2024-10-20,North,B-,17,31,Low
2024-10-20,North,AB+,7,10,Low
2024-10-20,North,AB-,35,6,High
2024-10-20,North,O+,14,29,Low
2024-10-20,North,O-,24,5,High
2024-10-20,South,A+,33,6,High
2024-10-20,South,A-,18,4,High
2024-10-20,South,B+,37,43,Low
2024-10-20,South,B-,39,5,High
2024-10-20,South,AB+,38,43,Low
2024-10-20,South,AB-,9,32,Low
2024-10-20,South,O+,15,28,Low
2024-10-20,South,O-,14,36,Low
2024-10-20,East,A+,15,41,Low
2024-10-20,East,A-,31,38,Low
2024-10-20,East,B+,16,44,Low
2024-10-20,East,B-,23,22,Medium
2024-10-20,East,AB+,38,23,High
2024-10-20,East,AB-,6,45,Low
2024-10-20,East,O+,6,32,Low
2024-10-20,East,O-,14,36,Low
2024-10-20,West,A+,37,45,Low
2024-10-20,West,A-,26,39,Low
2024-10-20,West,B+,16,44,Low
2024-10-20,West,B-,34,43,Low
2024-10-20,West,AB+,22,8,High
2024-10-20,West,AB-,9,29,Low
2024-10-20,West,O+,39,3,High
2024-10-20,West,O-,32,40,Low
2024-10-20,Central,A+,12,41,Low
2024-10-20,Central,A-,29,10,High
2024-10-20,Central,B+,15,33,Low
2024-10-20,Central,B-,30,28,Medium
2024-10-20,Central,AB+,13,3,High
2024-10-20,Central,AB-,40,5,High
2024-10-20,Central,O+,38,11,High
2024-10-20,Central,O-,6,18,Low
2024-10-21,North,A+,12,32,Low
2024-10-21,North,A-,8,43,Low
2024-10-21,North,B+,16,29,Low
2024-10-21,North,B-,17,19,Low
2024-10-21,North,AB+,22,20,Medium
2024-10-21,North,AB-,18,23,Low
2024-10-21,North,O+,29,43,Low
2024-10-21,North,O-,16,44,Low
2024-10-21,South,A+,21,24,Low
2024-10-21,South,A-,38,34,Medium
2024-10-21,South,B+,5,8,Low
2024-10-21,South,B-,16,3,High
2024-10-21,South,AB+,23,45,Low
2024-10-21,South,AB-,14,22,Low
2024-10-21,South,O+,15,45,Low
2024-10-21,South,O-,28,16,High
2024-10-21,East,A+,31,41,Low
2024-10-21,East,A-,6,40,Low
2024-10-21,East,B+,10,12,Low
2024-10-21,East,B-,19,32,Low
2024-10-21,East,AB+,28,18,High
2024-10-21,East,AB-,5,14,Low
2024-10-21,East,O+,40,20,High
2024-10-21,East,O-,33,28,Medium
2024-10-21,West,A+,8,18,Low
2024-10-21,West,A-,29,44,Low
2024-10-21,West,B+,33,3,High
2024-10-21,West,B-,13,21,Low
2024-10-21,West,AB+,20,27,Low
2024-10-21,West,AB-,25,11,High
2024-10-21,West,O+,24,5,High
2024-10-21,West,O-,27,25,Medium
